id,song_name,level,level_index,achievements,fc,fs,dx_score,dx_rating,rate,song_type,upload_time,play_time
119,ソーラン☆節,13,3,100.5669,fcp,,1094,301.6608,sssp,standard,2024-02-20 11:19:48,
142,Black Out,13,3,100.2725,fc,,897,288.062838,sss,standard,2024-02-20 11:19:48,
1374,GIGANTØMAKHIA,14+,3,99.3116,,sync,3045,303.65514816,ss,dx,2024-07-24 17:01:17,2024-07-24 13:07:00
1380,パーフェクション,13,3,100.6128,fc,,2325,301.6608,sssp,dx,2024-02-20 11:19:48,
1386,Swift Swing,14,3,100.1295,,,2310,309.2799996,sss,dx,2024-02-20 11:19:48,
1400,folern,13+,3,100.3106,,,2632,301.17254544,sss,dx,2024-02-20 11:19:48,
1387,星空パーティーチューン,13+,3,100.751,fcp,sync,2591,308.4144,sssp,dx,2025-11-05 12:12:24,
1523,ViRTUS,14+,3,99.823,,,2858,307.5147338,ssp,dx,2024-02-20 11:19:48,
1235,VIIIbit Explorer,14+,3,100.1814,,,2628,318.09598128,sss,dx,2024-02-20 11:19:48,
1302,BLACK SWAN,14+,3,100.0297,,,2535,315.45366192,sss,dx,2024-02-20 11:19:48,
632,Ultranova,14,3,100.6502,fc,,2367,315.168,sssp,standard,2024-02-20 11:19:48,
1575,僕の和風本当上手,14,3,100.6132,,,3166,315.168,sssp,dx,2024-02-20 11:19:48,
1167,BIRTH,14,3,100.1454,,,2338,313.6553928,sss,dx,2024-02-20 11:19:48,
492,Jumble Rumble,14,3,100.5373,,,2894,315.168,sssp,standard,2024-02-20 11:19:48,
1213,Arty Party,13+,3,100.6661,fc,,2213,312.9168,sssp,dx,2024-02-20 11:19:48,
1318,スピカの天秤,14,3,100.496,,,2730,312.5827584,sss,dx,2024-02-20 11:19:48,
664,Moon of Noon,14,3,100.2504,fc,,2412,311.81884416,sss,standard,2024-02-20 11:19:48,
825,雷切-RAIKIRI-,14+,4,99.6055,,,2924,311.0480554,ssp,standard,2024-02-20 11:19:48,
1459,You Mean the World to Me,13+,3,100.6043,fc,,1898,308.4144,sssp,dx,2024-02-20 11:19:48,
1023,Blows Up Everything,13+,3,100.5854,fcp,,2786,310.6656,sssp,dx,2024-02-20 11:19:48,
1457,mystique as iris,14+,3,99.8877,,,3045,307.71404862,ssp,dx,2024-02-20 11:19:48,
1089,STEEL TRANSONIC,14,3,100.1655,,,2714,309.3911964,sss,dx,2024-02-20 11:19:48,
1216,felys -final remix-,14,3,100.0174,,,2892,311.09412096,sss,dx,2024-02-20 11:19:48,
670,ドーナツホール,13+,3,100.5148,fc,,2525,306.1632,sssp,standard,2024-02-20 11:19:48,
1021,魔ジョ狩リ,13+,3,100.5872,fc,,1870,308.4144,sssp,dx,2024-02-20 11:19:48,
1418,enchanted love,13+,3,100.6996,fcp,fsd,1610,308.4144,sssp,dx,2024-02-20 11:19:48,
1394,World's end loneliness,14+,3,99.443,,,3131,308.1937456,ss,dx,2024-02-20 11:19:48,
1405,エータ・ベータ・イータ,14,3,100.3758,fc,,2830,305.70453648,sss,dx,2024-02-20 11:19:48,
1392,Metamorphosism,14+,3,99.675,,,2462,309.1619475,ssp,dx,2024-02-20 11:19:48,
1398,"Good bye, Merry-Go-Round.",14,3,100.488,fc,fs,2362,306.0462528,sss,dx,2024-02-20 11:19:48,
1423,BLUE ZONE,14,3,100.3649,,,2363,305.67133944,sss,dx,2024-02-20 11:19:48,
1230,チエルカ／エソテリカ,14,3,100.1763,,,2976,309.42455544,sss,dx,2024-02-20 11:19:48,
494,CITRUS MONSTER,14,3,99.6389,,,2657,304.84521455,ssp,standard,2024-02-20 11:19:48,
641,Calamity Fortune,14,3,100.0343,,,2935,306.82520496,sss,standard,2024-02-20 11:19:48,
301,患部で止まってすぐ溶ける～狂気の優曇華院,13,3,100.792,fc,fsp,1965,303.912,sssp,dx,2024-02-20 11:19:48,
1027,アポカリプスに反逆の焔を焚べろ,14,3,99.9939,,,2895,305.93133705,ssp,dx,2024-02-20 11:19:48,
1106,Valsqotch,14+,3,99.3032,,,3079,303.62946432,ss,dx,2024-02-20 11:19:48,
1455,[X],13+,3,100.3554,,,2754,296.97169968,sss,dx,2024-02-20 11:19:48,
1093,UniTas,14,3,99.7894,,,3103,303.20011296,ssp,dx,2024-02-20 11:19:48,
1305,Alcyone,14,3,100.2168,,,2381,303.0556032,sss,dx,2024-02-20 11:19:48,
421,Aiolos,14,3,99.6989,,,2750,300.82149097,ssp,standard,2024-02-20 11:19:48,
496,AMAZING MIGHTYYYY!!!!,14+,3,99.0081,,,2865,302.72716656,ss,standard,2024-02-20 11:19:48,
239,System “Z”,14,3,99.5508,,,1962,302.47515072,ssp,standard,2024-02-20 11:19:48,
849,Kattobi KEIKYU Rider,13+,3,100.4963,fc,fsp,2263,297.38865096,sss,standard,2024-02-20 11:19:48,
694,猫祭り,13,3,100.5937,,,2096,301.6608,sssp,standard,2024-02-20 11:19:48,
1496,Destiny Runner,13+,3,100.3687,,,2639,301.34698488,sss,dx,2024-02-20 11:19:48,
308,Back 2 Back,13+,3,100.322,fc,,1051,296.8728624,sss,standard,2024-02-20 11:19:48,
750,初音ミクの激唱,14,3,99.7677,,,2119,305.23927815,ssp,standard,2024-02-20 11:19:48,
736,World Vanquisher,14,3,99.7348,,,2770,300.92981204,ssp,standard,2024-02-20 11:19:48,
625,Maxi,14,3,100.1497,,,2397,302.8526928,sss,standard,2024-02-20 11:19:48,
1031,立川浄穢捕物帳,13+,3,100.079,,,2649,298.3154832,sss,dx,2024-02-20 11:19:48,
1174,Desperado Waltz,14,3,99.9541,fc,,2820,299.48247442,ssp,dx,2024-02-20 11:19:48,
567,HERA,14,3,99.9464,,,2703,301.56827272,ssp,standard,2024-02-20 11:19:48,
566,天火明命,13,2,100.7798,fc,,1955,299.4096,sssp,standard,2024-02-20 11:19:48,
1105,ワードワードワード,13,3,100.5862,,,2408,301.6608,sssp,dx,2024-02-20 11:19:48,
193,セツナトリップ,13,3,100.6874,fc,,1792,299.4096,sssp,standard,2024-02-20 11:19:48,
816,クレイジークレイジーダンサーズ,13,4,100.7885,fcp,,2168,299.4096,sssp,standard,2024-02-20 11:19:48,
621,ARROW,13,3,100.5226,,,1750,299.4096,sssp,standard,2024-02-20 11:19:48,
1175,宛城、炎上！！,13+,3,100.4309,,,3550,299.36442672,sss,dx,2024-02-20 11:19:48,
465,スリップフリップ,13+,3,100.4108,fc,,2216,299.30451264,sss,standard,2024-02-20 11:19:48,
682,人生リセットボタン,13+,3,100.3555,,,2583,299.1396744,sss,standard,2024-02-20 11:19:48,
820,FFT,14,4,99.1119,,,2394,298.9214904,ss,standard,2024-02-20 11:19:48,
258,Nyan Cat EX,13+,3,100.1713,,,1823,298.59061104,sss,standard,2024-02-20 11:19:48,
1241,単一指向性オーバーブルーム,13+,4,100.0643,,,2921,298.27166544,sss,dx,2024-02-20 11:19:48,
261,Death Scythe,13+,3,100.0147,fc,,1985,298.12381776,sss,standard,2024-02-20 11:19:48,
593,conflict,14,3,99.9276,,,2482,299.40307512,ssp,standard,2024-02-20 11:19:48,
325,Windy Hill -Zone 1,13,3,100.5181,fcp,,1865,301.6608,sssp,standard,2024-02-20 11:19:48,
234,End of Twilight,13,3,100.559,,,1582,297.1584,sssp,standard,2024-02-20 11:19:48,
731,妄想感傷代償連盟,13,4,100.6428,fc,,1901,297.1584,sssp,standard,2024-02-20 11:19:48,
378,planet dancer,13,3,100.6202,fcp,,1497,297.1584,sssp,standard,2024-02-20 11:19:48,
380,どうしてこうなった,13+,3,100.3985,fc,,2481,297.0992412,sss,standard,2024-02-20 11:19:48,
1447,エゴロック,13+,3,100.3745,fc,,1920,299.1963096,sss,dx,2024-02-20 11:19:48,
1379,sølips,13+,2,100.3006,,,2011,296.80953552,sss,dx,2024-02-20 11:19:48,
1100,シエルブルーマルシェ,13+,4,100.1897,,,1167,296.48136024,sss,dx,2024-02-20 11:19:48,
812,Alea jacta est!,14+,4,98.6615,,,2803,296.4186106,sp,standard,2024-02-20 11:19:48,
700,疾走あんさんぶる,13+,3,100.0898,,,2302,296.18573616,sss,standard,2024-02-20 11:19:48,
366,oboro,13+,3,100.0667,,,1658,296.11737864,sss,standard,2024-02-20 11:19:48,
219,記憶、記録,14,4,99.9041,,,1997,301.44064093,ssp,standard,2024-02-20 11:19:48,
319,幻想のサテライト,13,3,100.0455,,,1951,291.732678,sss,dx,2024-02-20 11:19:48,
379,Caliburne ～Story of the Legendary sword～,14,3,99.3551,,,2479,295.52180944,ss,standard,2024-02-20 11:19:48,
1331,スーパーシンメトリー,13+,3,99.862,,,2795,292.8852598,ssp,dx,2024-02-20 11:19:48,
734,ENERGY SYNERGY MATRIX,13,3,100.3849,fc,fs,2400,292.7223684,sss,dx,2024-02-20 11:19:48,
1153,Boys O’Clock,13,3,100.5254,,,2233,294.9072,sssp,dx,2024-02-20 11:19:48,
688,麒麟,13,2,100.6922,fcp,fs,1550,292.656,sssp,standard,2024-02-20 11:19:48,
1161,オリフィス,12+,3,100.7068,fc,,2205,290.4048,sssp,dx,2024-02-20 11:19:48,
1134,ソリッド,13,3,100.3153,,,2021,290.35260432,sss,dx,2024-02-20 11:19:48,
381,B.B.K.K.B.K.K.,14,3,99.6746,,,2389,294.4387684,ssp,standard,2024-02-20 11:19:48,
1211,カラッポ・ノンフィクション,13+,3,100.2186,,,2247,296.56688112,sss,dx,2024-02-20 11:19:48,
1304,Round Round Spinning Around,13,3,100.1424,,,2219,287.68908672,sss,dx,2024-02-20 11:19:48,
568,分からない,14,3,99.5101,,,2412,293.9528354,ssp,standard,2024-02-20 11:19:48,
592,Sakura Fubuki,13+,3,99.9807,fc,,1773,293.23339503,ssp,standard,2024-02-20 11:19:48,
521,ECHO,13,3,100.4788,,,2056,292.9961808,sss,standard,2024-02-20 11:19:48,
1402,撩乱乙女†無双劇,13,3,100.4355,,,2330,290.7005112,sss,dx,2024-02-20 11:19:48,
386,Scars of FAUNA,13+,3,99.7673,,,1961,290.50242414,ssp,standard,2024-02-20 11:19:48,
130,FEEL ALIVE,13+,3,99.7643,fcp,,1199,288.38866201,ssp,standard,2024-02-20 11:19:48,
1192,絶対にチョコミントを食べるアオイチャン,12+,3,100.575,fc,,1979,290.4048,sssp,dx,2024-02-20 11:19:48,
797,Scarlet Lance,12+,2,100.6898,fc,,1858,290.4048,sssp,standard,2024-02-20 11:19:48,
642,Justified,12+,2,100.7148,fc,,1668,290.4048,sssp,standard,2024-02-20 11:19:48,
1122,アンドロイドガール,12+,3,100.6482,fc,,2137,290.4048,sssp,dx,2024-02-20 11:19:48,
143,Fragrance,14+,4,98.6261,,,1663,292.30803518,sp,standard,2024-02-20 11:19:48,
447,+♂,13,3,100.2824,,,2142,290.25737856,sss,standard,2024-02-20 11:19:48,
235,火炎地獄,14,3,99.6724,,,1821,296.53535724,ssp,standard,2024-02-20 11:19:48,
723,SPICY SWINGY STYLE,13,3,100.2546,,,1769,290.17691424,sss,standard,2024-02-20 11:19:48,
819,White Traveling Girl,13,3,100.0556,,,2140,289.60092864,sss,standard,2024-02-20 11:19:48,
252,みんなのマイマイマー,13+,3,99.9283,,,1611,288.86273681,ssp,standard,2024-02-20 11:19:48,
269,裏表ラバーズ,13+,3,99.9092,,,1684,293.02369268,ssp,standard,2024-02-20 11:19:48,
775,ジンギスカン,13,3,100.4931,,,2009,288.69657768,sss,standard,2024-02-20 11:19:48,
690,ダンスロボットダンス,13,3,100.4539,,,2286,288.58396392,sss,standard,2024-02-20 11:19:48,
711,拝啓ドッペルゲンガー,13+,3,99.8172,,,2730,290.64772296,ssp,standard,2024-02-20 11:19:48,
606,The wheel to the right,13,2,100.375,,,2349,288.3573,sss,standard,2024-02-20 11:19:48,
1075,プナイプナイせんそう,13+,3,99.7252,,,2161,290.37983736,ssp,dx,2024-02-20 11:19:48,
624,KISS CANDY FLAVOR,13,3,100.3349,,,1945,290.40933456,sss,standard,2024-02-20 11:19:48,
1185,命に嫌われている,12+,3,100.6793,fcp,,2430,288.1536,sssp,dx,2024-02-20 11:19:48,
541,華鳥風月,12+,3,100.6127,,,1668,288.1536,sssp,standard,2024-02-20 11:19:48,
772,FREEDOM DiVE (tpz Overcute Remix),12+,2,100.7041,fcp,,1906,288.1536,sssp,standard,2024-02-20 11:19:48,
1325,テレキャスタービーボーイ,12+,4,100.5047,fc,,1815,288.1536,sssp,dx,2024-02-20 11:19:48,
815,L4TS:2018 (feat. あひる & KTA),13,3,100.3012,,,1510,288.14528736,sss,standard,2024-02-20 11:19:48,
725,砂の惑星 feat. HATSUNE MIKU,13,3,100.236,,,1869,287.9579808,sss,standard,2024-02-20 11:19:48,
1444,若い力,13,3,100.1973,,,1337,287.84680344,sss,dx,2024-02-20 11:19:48,
1028,玩具狂奏曲 -終焉-,13,2,100.1744,,,1605,287.78101632,sss,dx,2024-02-20 11:19:48,
584,Club Ibuki in Break All,13,3,100.0867,,,1760,287.52907176,sss,standard,2024-02-20 11:19:48,
419,ストリーミングハート,13,3,100.051,fc,,1906,287.4265128,sss,standard,2024-02-20 11:19:48,
606,The wheel to the right,14,3,99.3758,,,2556,289.3823296,ss,standard,2024-02-20 11:19:48,
573,四月の雨,13+,3,99.2345,,,1637,286.9067864,ss,standard,2024-02-20 11:19:48,
687,共感覚おばけ,13,3,100.4413,,,1836,286.37823456,sss,standard,2024-02-20 11:19:48,
832,命ばっかり,12+,3,100.5285,fc,,1665,285.9024,sssp,standard,2024-02-20 11:19:48,
190,モザイクロール,12+,3,100.539,fc,,1776,285.9024,sssp,standard,2024-02-20 11:19:48,
212,神室雪月花,12+,3,100.5029,fcp,fs,612,285.9024,sssp,standard,2024-02-20 11:19:48,
849,Kattobi KEIKYU Rider,13,2,100.1148,,,2083,285.44731776,sss,standard,2024-02-20 11:19:48,
1005,バーチャルダム　ネーション,13+,3,99.8357,,,2411,286.48852472,ssp,dx,2024-02-20 11:19:48,
628,光線チューニング,13+,3,99.7996,,,2457,288.49070372,ssp,standard,2024-02-20 11:19:48,
536,月に叢雲華に風,12+,3,100.5712,,,1212,283.6512,sssp,dx,2024-02-20 11:19:48,
247,Danza zandA,13,3,99.999,fc,,1664,282.7371726,ssp,standard,2024-02-20 11:19:48,
738,Brain Power,13,3,99.867,,,1710,282.3639558,ssp,standard,2024-02-20 11:19:48,
263,JUMPIN' JUMPIN',13,3,100.436,fc,,1588,288.5325408,sss,standard,2024-02-20 11:19:48,
116,ぴぴぱぷぅ！,12+,3,100.2749,fcp,,1334,279.40598136,sss,standard,2024-02-20 11:19:48,
1283,Sound Chimera,12,2,100.8326,fcp,,2040,281.4,sssp,dx,2024-02-20 11:19:48,
742,彗星ハネムーン,12,3,100.759,fc,fsp,2028,281.4,sssp,standard,2024-02-20 11:19:48,
76,きみのためなら死ねる,12,3,100.7785,fcp,,1372,281.4,sssp,standard,2024-02-20 11:19:48,
586,永遠のメロディ,12,3,100.603,fc,,1756,281.4,sssp,standard,2024-02-20 11:19:48,
1576,Cthugha,12,2,100.804,fcp,,2157,281.4,sssp,dx,2024-02-20 11:19:48,
497,fake!fake!,12+,3,100.1351,,,1943,279.01644264,sss,standard,2024-02-20 11:19:48,
1111,popcorn,13,3,100.106,,,1715,285.4222272,sss,dx,2024-02-20 11:19:48,
520,木彫り鯰と右肩ゾンビ,13+,3,99.9746,,,2430,286.88711216,ssp,standard,2024-02-20 11:19:48,
809,結ンデ開イテ羅刹ト骸,13,4,99.9614,,,1820,280.52167682,ssp,standard,2024-02-20 11:19:48,
759,サドマミホリック,13,4,99.8453,,,2557,280.19586539,ssp,standard,2024-02-20 11:19:48,
140,Sprintrances,13,3,99.8215,fc,,940,280.12907545,ssp,standard,2024-02-20 11:19:48,
1084,イカサマライフゲイム,12+,3,100.3625,,,2339,279.65007,sss,dx,2024-02-20 11:19:48,
202,Grip & Break down !!,13,3,99.6141,,,1880,281.64890634,ssp,standard,2024-02-20 11:19:48,
636,日本の米は世界一,13,3,99.5888,fc,,1836,279.47604944,ssp,standard,2024-02-20 11:19:48,
382,おこちゃま戦争,13,3,99.5218,,,1898,279.28802734,ssp,standard,2024-02-20 11:19:48,
121,スイートマジック,12,3,100.5858,fcp,,1128,279.1488,sssp,standard,2024-02-20 11:19:48,
40,come again,12,3,100.6056,fc,fsp,722,279.1488,sssp,standard,2024-02-20 11:19:48,
67,パンダヒーロー,12,3,100.7959,fcp,fsd,1035,279.1488,sssp,standard,2024-02-20 11:19:48,
331,Heart Beats,12,3,100.8505,fcp,,1931,279.1488,sssp,standard,2024-02-20 11:19:48,
753,Rodeo Machine,13+,3,99.3913,fc,,1172,285.29278752,ss,standard,2024-02-20 11:19:48,
803,Schwarzschild,12+,2,100.1017,fcp,,1438,278.92337688,sss,standard,2024-02-20 11:19:48,
379,Caliburne ～Story of the Legendary sword～,12+,2,100.0071,,,1758,278.65978344,sss,standard,2024-02-20 11:19:48,
658,人里に下ったアタイがいつの間にか社畜になっていた件,13,2,99.9736,,,1902,278.44647072,ssp,standard,2024-02-20 11:19:48,
198,カゲロウデイズ,13,3,99.8272,,,1294,278.03871744,ssp,standard,2024-02-20 11:19:48,
134,Night Fly,13,3,99.5775,fc,,736,277.343253,ssp,standard,2024-02-20 11:19:48,
146,39,12+,3,100.2679,fc,,1631,277.22068992,sss,dx,2024-02-20 11:19:48,
650,Let's Go Away,12+,3,100.231,,,1592,277.1186688,sss,standard,2024-02-20 11:19:48,
262,BREAK YOU!!,13+,3,99.3925,,,2008,283.228868,ss,standard,2024-02-20 11:19:48,
587,白ゆき,13,3,99.3416,,,1842,276.88490752,ss,standard,2024-02-20 11:19:48,
460,閃鋼のブリューナク,13+,3,98.7665,,,2393,278.68943305,sp,standard,2024-02-20 11:19:48,
1138,Drive Your Fire,12+,3,100.0333,,,2125,276.57206784,sss,dx,2024-02-20 11:19:48,
833,the EmpErroR,13,2,99.0622,,,1997,276.10616384,ss,standard,2024-02-20 11:19:48,
603,その群青が愛しかったようだった,12+,3,100.4784,fc,,1889,275.63234688,sss,standard,2024-02-20 11:19:48,
421,Aiolos,12+,2,100.3867,fc,,1896,275.38079544,sss,standard,2024-02-20 11:19:48,
1162,ユメヒバナ,13,3,99.4761,,,1944,277.25978592,ss,dx,2024-02-20 11:19:48,
601,きらっせ☆ウッド村ファーム,12+,3,100.2886,fc,fsp,1858,275.11168752,sss,standard,2024-02-20 11:19:48,
128,御旗のもとに,12+,3,100.2417,fc,,911,274.98303144,sss,standard,2024-02-20 11:19:48,
213,KONNANじゃないっ！,13,3,99.3748,,,1248,276.97744256,ss,standard,2024-02-20 11:19:48,
1184,Virtual to LIVE,12+,4,100.1551,fc,,1826,276.90882048,sss,dx,2024-02-20 11:19:48,
1067,CocktaiL,12+,3,100.12,fc,,1806,274.649184,sss,dx,2024-02-20 11:19:48,
347,電車で電車でOPA!OPA!OPA! -GMT mashup-,13+,3,98.7137,,,1444,276.53655918,sp,standard,2024-02-20 11:19:48,
1221,"≠彡""/了→",12+,2,100.0206,,,1892,274.37650992,sss,dx,2024-02-20 11:19:48,
552,ゴーストルール,13,3,99.9919,,,1806,278.49743988,ssp,standard,2024-02-20 11:19:48,
424,橙の幻想郷音頭,13,3,99.043,fc,,1433,273.9925552,ss,standard,2024-02-20 11:19:48,
1006,P-qoq,13,3,99.8619,,,2395,278.13536388,ssp,dx,2024-02-20 11:19:48,
318,東方スイーツ！～鬼畜姉妹と受難メイド～,13,3,99.2985,,,1443,272.6339616,ss,standard,2024-02-20 11:19:48,
1050,Strobe♡Girl,12+,3,100.1179,fcp,,1599,272.48087664,sss,dx,2024-02-20 11:19:48,
1121,ビターチョコデコレーション,12+,3,99.9719,,,2162,272.11351461,ssp,dx,2024-02-20 11:19:48,
399,不毛！,12+,3,100.4923,fc,,1929,275.67047736,sss,standard,2024-02-20 11:19:48,
1171,YURUSHITE,12,2,100.4102,,,2091,271.10754,sss,dx,2024-02-20 11:19:48,
1160,Mutation,12,2,100.3295,,,1734,270.88965,sss,dx,2024-02-20 11:19:48,
535,色は匂へど散りぬるを,12,3,100.286,,,1528,270.7722,sss,standard,2024-02-20 11:19:48,
1124,スロウダウナー,12,3,100.2307,,,1886,270.62289,sss,dx,2024-02-20 11:19:48,
756,CYBER Sparks,12,3,100.1706,,,1651,270.46062,sss,standard,2024-02-20 11:19:48,
735,Session High⤴,12+,3,99.9364,,,1422,269.90822912,ssp,standard,2024-02-20 11:19:48,
339,DRAGONLADY,12+,2,99.7207,fc,fsp,993,269.32566656,ssp,standard,2024-02-20 11:19:48,
472,アージェントシンメトリー,13,3,98.9385,,,1878,271.14095925,sp,standard,2024-02-20 11:19:48,
239,System “Z”,12+,2,99.5754,,,1253,268.93324032,ssp,standard,2024-02-20 11:19:48,
282,からくりピエロ,12+,4,99.5504,fc,,1465,270.96623376,ssp,standard,2024-02-20 11:19:48,
531,Prophesy One,12,2,100.2901,fcp,,1797,268.61700384,sss,standard,2024-02-20 11:19:48,
581,ねぇ、壊れタ人形ハ何処へ棄テらレるノ？,13,2,99.196,,,1875,268.225984,ss,standard,2024-02-20 11:19:48,
83,Urban Crusher [Remix],12+,2,99.9771,fc,,1151,267.90863487,ssp,standard,2024-02-20 11:19:48,
1044,メルティランドナイトメア,11+,3,100.5923,fcp,,1560,267.8928,sssp,dx,2024-02-20 11:19:48,
513,だんだん早くなる,12,3,100.7789,fcp,,1469,270.144,sssp,standard,2024-02-20 11:19:48,
1014,♡マイマイマイラブ♡,12+,3,99.436,,,1821,266.8066752,ss,dx,2024-02-20 11:19:48,
388,きたさいたま2000,13,2,98.6907,,,1568,266.45502093,sp,standard,2024-02-20 11:19:48,
617,オトヒメモリー☆ウタゲーション,12+,3,99.1171,,,1812,265.95100272,ss,standard,2024-02-20 11:19:48,
763,はやくそれになりたい！,11+,3,100.7731,fcp,,2040,267.8928,sssp,standard,2024-02-20 11:19:48,
694,猫祭り,11+,2,100.5753,fc,,1358,265.6416,sssp,standard,2024-02-20 11:19:48,
330,キズナの物語,13,3,98.8674,,,963,264.92508504,sp,standard,2024-02-20 11:19:48,
100,Tell Your World,13,4,98.8258,,,1227,264.81361368,sp,standard,2024-02-20 11:19:48,
665,チルノのパーフェクトさんすう教室　⑨周年バージョン,12+,3,99.2563,,,1993,264.25997312,ss,dx,2024-02-20 11:19:48,
78,マリアをはげませ,11+,3,100.6652,fc,,1220,267.8928,sssp,standard,2024-02-20 11:19:48,
27,Love or Lies,11+,3,100.516,fcp,,902,263.3904,sssp,standard,2024-02-20 11:19:48,
1175,宛城、炎上！！,12,2,99.5061,,,1910,262.44733875,ssp,dx,2024-02-20 11:19:48,
599,踊れオーケストラ,12,3,100.4442,fc,fs,1780,260.3513664,sss,standard,2024-02-20 11:19:48,
260,LUCIA,12,2,99.9527,,,1052,259.40724231,ssp,standard,2024-02-20 11:19:48,
639,Starlight Dance Floor,12,3,99.3952,,,1432,258.42752,ss,standard,2024-02-20 11:19:48,
1096,モ°ルモ°ル,12,2,99.997,fc,,1885,257.4122774,ssp,dx,2024-02-20 11:19:48,
25,Sweets×Sweets,11,3,100.578,fcp,fsd,1045,256.6368,sssp,standard,2024-02-20 11:19:48,
65,ZIGG-ZAGG,11,3,100.722,fcp,,898,256.6368,sssp,standard,2024-02-20 11:19:48,
1177,レーイレーイ,13,3,98.6841,,,2300,264.43391436,sp,dx,2024-02-20 11:19:48,
266,Living Universe,11+,3,100.3649,fc,,623,255.81005712,sss,standard,2024-02-20 11:19:48,
73,メグメグ☆ファイアーエンドレスナイト,11+,3,100.1409,fc,fs,1007,253.07608248,sss,standard,2024-02-20 11:19:48,
238,Get Happy,12+,2,97.7402,,,1265,252.169716,s,standard,2024-02-20 11:19:48,
1030,BOKUTO,11,2,100.8912,fcp,,1729,252.1344,sssp,dx,2024-02-20 11:19:48,
1101,GRÄNDIR,11,2,100.7455,fcp,fsd,1569,247.632,sssp,dx,2024-02-20 11:19:48,
848,魔法少女になるしかねぇ,12,2,98.3396,,,1334,247.54044112,sp,standard,2024-02-20 11:19:48,
521,ECHO,11,2,100.2059,fc,,1396,244.58256072,sss,standard,2024-02-20 11:19:48,
508,恋愛裁判,11+,3,99.0077,fc,,1586,243.00449888,ss,standard,2024-02-20 11:19:48,
834,PANDORA PARADOXXX,11,1,99.8512,,,1425,242.2889368,ssp,standard,2024-02-20 11:19:48,
120,デコボコ体操第二,10+,3,100.6706,fcp,,712,240.8784,sssp,standard,2024-02-20 11:19:48,
739,進め！イッスン軍団 -Rebellion of the Dwarfs-,11,2,99.5903,fc,fsp,1024,237.45315229,ssp,standard,2024-02-20 11:19:48,
1025,管弦楽組曲 第3番 ニ長調「第2曲（G線上のアリア）」BWV.1068-2,10,2,100.8713,fcp,,1568,236.376,sssp,dx,2024-02-20 11:19:48,
568,分からない,11+,2,98.162,fc,,1226,233.1445662,sp,standard,2024-02-20 11:19:48,
462,7thSense,11+,2,97.5735,,,1278,230.27346,s,standard,2024-02-20 11:19:48,
1126,バイオレンストリガー,10,2,100.8611,ap,,1401,225.12,sssp,dx,2024-02-20 11:19:48,
1107,最強 the サマータイム!!!!!,9+,2,100.88,ap,fsd,1857,222.8688,sssp,dx,2024-02-20 11:19:48,
496,AMAZING MIGHTYYYY!!!!,9+,1,100.7062,,,1544,220.6176,sssp,standard,2024-02-20 11:19:48,
571,Our Wrenally,9+,1,100.8832,fcp,fsp,1346,220.6176,sssp,standard,2024-02-20 11:19:48,
467,儚きもの人間,10+,2,98.7413,,,1278,218.48487451,sp,standard,2024-02-20 11:19:48,
1432,Princess♂,13+,3,94.8014,,,1658,219.78756576,aaa,dx,2024-02-20 11:19:48,
654,真・ハンサム体操でズンドコホイ,13,3,95.2736,,,1227,214.47992832,aaa,standard,2024-02-20 11:19:48,
1007,超常マイマイン,10,2,99.1758,fc,,1668,212.47423392,ss,dx,2024-02-20 11:19:48,
385,Ignis Danse,13,2,94.9641,,,1338,207.4015944,aaa,standard,2024-02-20 11:19:48,
777,花と、雪と、ドラムンベース。,12+,2,96.9731,,,1061,206.90180616,aaa,standard,2024-02-20 11:19:48,
288,六兆年と一夜物語,9,2,100.2474,,,931,203.54232096,sss,dx,2024-02-20 11:19:48,
455,Counselor,12,3,96.393,,,1766,200.8058976,aaa,standard,2024-02-20 11:19:48,
30,ネコ日和。,8+,2,100.8469,fcp,,779,198.1056,sssp,standard,2024-02-20 11:19:48,
1067,CocktaiL,9,2,98.263,,,826,179.526501,sp,dx,2024-02-20 11:19:48,
1003,でらっくmaimai♪てんてこまい!,7+,1,100.9166,ap,,1004,173.3424,sssp,dx,2024-02-20 11:19:48,
1048,ナイト・オブ・ナイツ (Cranky Remix),7,1,101,app,,889,157.584,sssp,dx,2024-02-20 11:19:48,
1069,太陽系デスコ,6,1,100.975,ap,,947,150.8304,sssp,dx,2024-02-20 11:19:48,
1576,Cthugha,14,3,100.5409,fc,,3137,319.6704,sssp,dx,2024-02-20 11:19:48,
1374,GIGANTØMAKHIA,14+,3,100.1755,,,3059,318.0772476,sss,dx,2024-02-20 11:19:48,
1029,Titania,14+,3,100.0539,,,2713,315.52997904,sss,dx,2024-02-20 11:19:48,
1103,渦状銀河のシンフォニエッタ,14+,3,100.022,,,3284,315.4293792,sss,dx,2024-02-20 11:19:48,
1382,HECATONCHEIR,14,3,100.6943,fc,,2813,317.4192,sssp,dx,2024-02-20 11:19:48,
1206,BATTLE NO.1,14,3,100.2893,,,3247,314.1060876,sss,dx,2024-02-20 11:19:48,
689,Credits,14+,3,100.1343,,,1878,315.78352848,sss,standard,2024-02-20 11:19:48,
612,GO BACK 2 YOUR RAVE,13+,3,100.5733,fc,fs,2651,312.9168,sssp,standard,2024-02-20 11:19:48,
1438,Reach For The Stars (Re-Colors),13+,3,100.533,,,2779,312.9168,sssp,dx,2024-02-20 11:19:48,
